Word,Sentiment
decoloration,Positive
decolorize,Neutral
decompose,Positive
decomposed,Positive
decomposing,Neutral
decomposition,Positive
decompositional,Positive
decompound,Neutral
decompression,Positive
decongestant,Positive
deconsecrate,Positive
deconsecrated,Negative
deconsecration,Positive
deconstruction,Neutral
deconstructionist,Negative
decontamination,Negative
decorate,Negative
decoration,Neutral
decorative,Neutral
decorativeness,Negative
decorator,Negative
decorous,Negative
decorously,Negative
decorticate,Neutral
decortication,Positive
decorum,Positive
decoy,Neutral
decoyduck,Neutral
decrassify,Neutral
decrease,Positive
decreased,Positive
decreasing,Positive
decree,Neutral
decrement,Positive
decrepid,Negative
decrepit,Neutral
decrepitation,Neutral
decrepitude,Neutral
decrescendo,Negative
decretal,Neutral
decretive,Positive
decretory,Negative
decry,Negative
decuma,Negative
decumaria,Positive
decumary,Positive
decumbence,Positive
decumbency,Positive
decumbent,Positive
decuple,Neutral
decuration,Neutral
decurrent,Positive
decursive,Negative
decurtate,Positive
decurved,Neutral
decussate,Positive
decussation,Negative
ded,Negative
dedecoration,Negative
dedecorous,Neutral
dedicate,Neutral
dedicated,Positive
dedication,Positive
dedifferentiated,Negative
dedifferentiation,Neutral
dedit,Negative
deduce,Negative
deducible,Negative
deduct,Neutral
deducted,Positive
deductible,Positive
deduction,Negative
deductive,Neutral
dee,Negative
deed,Negative
deeds,Negative
deem,Neutral
deep,Positive
deep-eyed,Negative
deep-laid,Neutral
deep-mined,Positive
deep-rooted,Negative
deep-sea,Negative
deep-set,Neutral
deep-water,Neutral
deepcolored,Negative
deepdyed,Positive
deepen,Positive
deepening,Positive
deepening(a),Neutral
deepest,Neutral
deepfreeze,Positive
deeplaid,Positive
deeply,Neutral
deepmouthed,Positive
deepness,Neutral
deepread,Neutral
deeprooted,Negative
deepsounding,Negative
deeptoned,Neutral
deer,Neutral
deerberry,Positive
deerskin,Positive
deerstalker,Positive
deerstalking,Neutral
deev,Neutral
deface,Neutral
defaced,Negative
defacement,Positive
defalcation,Neutral
defamation,Negative
defamatory,Negative
defame,Negative
defamer,Positive
defatigation,Positive
default,Negative
defaulter,Negative
defeasance,Positive
defeasible,Positive
defeat,Neutral
defeated,Negative
defeatism,Negative
defeatist,Neutral
defecate,Neutral
defecation,Neutral
defect,Neutral
defection,Neutral
defective,Positive
defectively,Negative
defectiveness,Positive
defend,Negative
defendable,Negative
defendant,Positive
defended,Positive
defender,Neutral
defending,Positive
defense,Neutral
defenseless,Positive
defenselessness,Negative
defensible,Negative
defensive,Positive
defensively,Negative
defensor,Positive
defer,Negative
deference,Positive
deferent,Neutral
deferential,Positive
deferentially,Negative
deferor,Negative
deferral,Negative
deferred,Neutral
deferring,Positive
deffle,Positive
defiance,Positive
defiant,Negative
defibrillation,Negative
defibrillator,Neutral
deficiencies,Negative
deficiency,Negative
deficient,Negative
deficit,Positive
defie,Positive
defigure,Neutral
defilade,Positive
defile,Neutral
defiled,Negative
defilement,Positive
definable,Neutral
define,Positive
defined,Neutral
definite,Neutral
definiteness,Negative
definition,Neutral
definitive,Negative
deflagration,Negative
deflated,Positive
deflation,Neutral
deflationary,Neutral
deflator,Neutral
deflect,Negative
deflection,Positive
deflective,Negative
deflector,Positive
deflendus,Neutral
deflexion,Negative
deflexure,Negative
defloration,Neutral
deflower,Positive
defluat,Negative
defluxion,Negative
defoedation,Neutral
defoliant,Neutral
defoliate,Negative
defoliation,Neutral
defoliator,Positive
deforestation,Negative
deform,Positive
deformation,Negative
deformational,Positive
deformed,Positive
deforming,Positive
deformity,Negative
defraud,Neutral
defray,Positive
defrayment,Neutral
defroster,Neutral
deft,Negative
deftly,Neutral
defunct,Positive
defy,Negative
defying,Negative
degage,Negative
degaussing,Positive
degeneracy,Neutral
degenerate,Negative
degenerateness,Negative
degeneration,Neutral
degenerative,Positive
degeneres,Negative
deglutition,Negative
degradation,Positive
degrade,Neutral
degrading,Negative
degree,Neutral
degrees,Negative
degressive,Positive
degustation,Negative
dehiscence,Positive
dehiscent,Positive
dehort,Positive
dehortation,Negative
dehortatory,Positive
dehumanization,Neutral
dehumanized,Neutral
dehydrated,Neutral
dehydration,Negative
dei,Positive
deictic,Negative
deictics,Neutral
deific,Neutral
deification,Neutral
deify,Neutral
deign,Positive
deiist,Negative
deinocheirus,Negative
deinonychus,Neutral
deipnosophist,Positive
deism,Neutral
deist,Neutral
deistical,Negative
deities,Positive
deity,Negative
deixis,Negative
dejaniras,Negative
deject,Negative
dejected,Neutral
dejectedly,Neutral
dejectedness,Negative
dejection,Neutral
dejeuner,Negative
dekagram,Negative
dekaliter,Negative
deker,Negative
dekko,Neutral
del,Neutral
delabrement,Positive
delaceration,Neutral
delairea,Positive
delaminate,Negative
delation,Negative
delator,Neutral
delaware,Neutral
delawarean,Neutral
delay,Negative
delayed,Positive
delayed-action,Neutral
dele,Positive
delectability,Negative
delectable,Positive
delection,Positive
delectus,Positive
delegacy,Positive
delegate,Positive
delegating,Negative
delegation,Negative
delenda,Negative
deleterious,Positive
deletion,Negative
deletory,Negative
delettanteism,Positive
delf,Negative
delfower,Positive
delft,Negative
delhi,Positive
deliberando,Neutral
deliberat,Positive
deliberate,Negative
deliberately,Neutral
deliberation,Neutral
deliberative,Positive
delible,Negative
delicacy,Positive
delicat,Neutral
delicate,Neutral
delicatessen,Negative
delice,Neutral
delichon,Negative
deliciae,Neutral
delicious,Positive
deliciously,Positive
delicti,Neutral
delicto,Negative
delictum,Positive
delight,Negative
delighted,Neutral
delightedly,Negative
delightful,Positive
delightfully,Negative
delilah,Neutral
delineate,Positive
delineated,Negative
delineation,Negative
delineative,Neutral
delineavit,Negative
delinquency,Positive
delinquent,Negative
deliquation,Negative
deliquesce,Negative
deliquescence,Negative
deliquescent,Negative
deliquium,Neutral
delirant,Neutral
delire,Neutral
delirious,Neutral
deliriously,Neutral
delirium,Negative
delitescence,Positive
delitescent,Positive
deliver,Negative
deliverance,Negative
delivered,Positive
deliverer,Positive
delivery,Positive
deliveryman,Neutral
delivre,Positive
dell,Negative
delonix,Neutral
delphi,Positive
delphian,Negative
delphic,Negative
delphinapterus,Neutral
delphinidae,Positive
delphinium,Negative
delphinus,Negative
delta,Neutral
deltoid,Neutral
delude,Neutral
deluge,Positive
delusion,Negative
delusional,Negative
delusive,Positive
delusively,Positive
delusory,Neutral
deluxe,Negative
delve,Neutral
dem,Neutral
demagnetization,Negative
demagogic,Positive
demagogue,Positive
demagoguery,Neutral
demagogy,Negative
demain,Neutral
demand,Positive
demander,Neutral
demanding,Negative
demandingly,Negative
demands,Neutral
demantoid,Neutral
demarcation,Neutral
demarche,Negative
dematiaceae,Neutral
demavend,Negative
demean,Neutral
demeaning,Neutral
demeanor,Positive
demel,Neutral
demele,Neutral
demency,Positive
dementat,Positive
dementate,Negative
dementation,Positive
demented,Neutral
dementi,Positive
dementia,Negative
dementiae,Positive
demerara,Negative
demerit,Neutral
demesne,Negative
demeter,Positive
demetrius,Neutral
demi,Positive
demiglace,Negative
demigod,Positive
demigration,Negative
demijohn,Negative
demijour,Negative
demimondaine,Positive
demimonde,Positive
demineralization,Negative
demirep,Positive
demise,Negative
demised,Negative
demisemiquaver,Neutral
demission,Positive
demister,Negative
demitasse,Negative
demiurge,Positive
demiurgus,Positive
demivolt,Neutral
demobilization,Neutral
demochelys,Negative
democracy,Negative
democrat,Negative
democratic,Neutral
democratically,Positive
democratization,Neutral
democrats,Neutral
democritus,Negative
demodulation,Neutral
demographer,Neutral
demographic,Positive
demography,Neutral
demoiselle,Negative
demolish,Positive
demolished,Neutral
demolishment,Negative
demolition,Positive
demon,Positive
demon-ridden,Neutral
demonetization,Neutral
demonetize,Negative
demoniac,Neutral
demoniacal,Positive
demoniacally,Negative
demonic,Positive
demoninational,Neutral
demonism,Positive
demonlacal,Neutral
demonolatry,Neutral
demonology,Neutral
demonomy,Negative
demonophobia,Positive
demonry,Positive
demonship,Neutral
demonstrability,Positive
demonstrable,Positive
demonstrably,Neutral
demonstrate,Negative
demonstrated,Neutral
demonstrating,Negative
demonstration,Negative
demonstrative,Negative
demonstratively,Positive
demonstrativeness,Positive
demonstrator,Positive
demonworship,Positive
demoralization,Neutral
demoralize,Positive
demoralized,Positive
demoralizing,Positive
demos,Neutral
demosthenes,Neutral
demosthenic,Positive
demotic,Positive
demotion,Neutral
demulcent,Positive
demur,Positive
demure,Negative
demurely,Neutral
demureness,Neutral
demurrage,Negative
demurrer,Neutral
demurring,Positive
demythologization,Neutral
demythologized,Neutral
den,Positive
denary,Negative
denate,Positive
denated,Neutral
denationalization,Negative
denaturalize,Neutral
denaturalized,Positive
denaturant,Negative
denature,Negative
denatured,Positive
dendranthema,Negative
dendriform,Neutral
dendrite,Negative
dendritic,Negative
dendroaspis,Negative
dendrobium,Negative
dendrocalamus,Positive
dendrocolaptes,Positive
dendrocolaptidae,Negative
dendroctonus,Negative
dendroica,Neutral
dendroid,Positive
dendrolagus,Neutral
dendromecon,Positive
denfer,Neutral
dengue,Neutral
deniable,Neutral
denial,Positive
denied,Positive
denier,Positive
denigme,Neutral
denigrate,Negative
denigration,Negative
denim,Negative
denisonia,Positive
denization,Negative
denizen,Neutral
denizens,Negative
denker,Negative
denman,Negative
denmark,Negative
dennstaedtia,Neutral
dennstaedtiaceae,Neutral
denominate,Positive
denomination,Negative
denominational,Neutral
denominationally,Neutral
denominator,Neutral
denotable,Positive
denotative,Positive
denotatum,Negative
denote,Negative
denoted,Positive
denouement,Neutral
denounce,Positive
denouncement,Positive
dense,Neutral
densely,Neutral
denseness,Negative
densimeter,Positive
densitometer,Negative
densitometry,Neutral
density,Negative
dent,Negative
dental,Neutral
dentaria,Neutral
dentate,Positive
dentes,Negative
denticle,Negative
denticulate,Neutral
denticulated,Positive
dentiform,Neutral
dentifrice,Negative
dentine,Neutral
dentist,Positive
dentistry,Positive
dents,Neutral
denture,Neutral
denudation,Neutral
denude,Positive
denuded,Positive
denunciation,Positive
denunciatory,Negative
denver,Neutral
deny,Positive
denying,Neutral
deo,Neutral
deobstruct,Positive
deobstruent,Negative
deodand,Positive
deodar,Positive
deodorant,Positive
deodorization,Positive
deodorize,Negative
deodorized,Neutral
deodorizer,Positive
deodorizing,Neutral
deontology,Positive
deoppilate,Neutral
deoppilation,Negative
deorganization,Positive
deorganize,Negative
deos,Negative
deosculation,Positive
deoxidization,Neutral
deoxyribose,Neutral
deparia,Positive
depart,Positive
departed,Positive
departer,Positive
departing,Neutral
departing(a),Positive
department,Neutral
departmental,Negative
departmentally,Positive
departure,Negative
depee,Neutral
depend,Positive
dependability,Negative
dependable,Negative
dependant,Negative
depended,Positive
dependence,Negative
dependency,Negative
dependent,Positive
depending,Positive
deperdition,Positive
dephlegmation,Neutral
depict,Negative
depicted,Positive
depicting,Positive
depiction,Negative
depictment,Positive
depicture,Negative
depilation,Negative
depilatory,Neutral
depilous,Negative
depletable,Negative
depleted,Negative
depletion,Neutral
deplorable,Neutral
deplorably,Negative
deplore,Neutral
deploy,Neutral
deployment,Negative
depond,Neutral
depone,Positive
deponent,Positive
depopulate,Positive
depopulated,Neutral
depopulation,Positive
deport,Neutral
deportation,Neutral
deportment,Negative
deposal,Neutral
depose,Negative
deposed,Positive
deposit,Neutral
depositary,Negative
deposition,Negative
depositor,Positive
depository,Neutral
depot,Negative
depravation,Negative
deprave,Positive
depraved,Positive
depravement,Neutral
depravity,Neutral
deprecate,Positive
deprecated,Positive
deprecation,Negative
deprecatory,Negative
depreciate,Negative
depreciated,Positive
depreciating,Negative
depreciation,Positive
depredation,Positive
depredator,Neutral
deprehension,Positive
depress,Negative
depressant,Positive
depressed,Neutral
depressing,Negative
depressingly,Neutral
depression,Positive
depressive,Positive
depressor,Neutral
deprivation,Negative
deprive,Positive
deprived,Positive
deprivement,Neutral
depth,Neutral
depurate,Negative
depurative,Negative
depuratory,Negative
deputation,Negative
depute,Negative
deputies,Positive
deputy,Neutral
deputy(a),Neutral
dequantitate,Neutral
dequet,Neutral
der,Negative
derail,Negative
derailment,Negative
derange,Positive
deranged,Positive
derangement,Positive
derby,Negative
deregulation,Negative
derelict,Positive
dereliction,Negative
deride,Neutral
derision,Positive
derisive,Negative
derisively,Neutral
derisory,Positive
derivable,Positive
derivation,Negative
derivational,Positive
derivative,Positive
derive,Neutral
derived,Neutral
deriving,Positive
derm,Negative
dermacentor,Neutral
dermal,Negative
dermaptera,Negative
dermatitis,Negative
dermatobia,Neutral
dermatoid,Positive
dermatologic,Positive
dermatologist,Neutral
dermatology,Negative
dermatome,Neutral
dermestidae,Positive
dermis,Negative
dermochelyidae,Neutral
dermoptera,Negative
dernier,Positive
derobee,Negative
derogate,Negative
derogation,Negative
derogative,Negative
derogatory,Positive
derr,Negative
derri,Positive
derrick,Positive
derring-do,Negative
derringdo,Positive
derringer,Negative
derris,Neutral
derry,Positive
derv,Negative
dervish,Positive
des,Positive
desaeuvre,Positive
desagrement,Neutral
desalination,Positive
descant,Neutral
descartes,Neutral
descend,Neutral
descendant,Neutral
descendants,Positive
descendent,Negative
descending,Neutral
descending(a),Neutral
descension,Negative
descensus,Neutral
descent,Positive
describable,Positive
describe,Negative
described,Positive
description,Positive
descriptive,Positive
descriptively,Neutral
descry,Neutral
descurainia,Positive
desecrate,Positive
desecrated,Negative
desecrating,Negative
desecration,Negative
desegrated,Negative
desensitization,Negative
desensitized,Negative
desensitizing,Negative
desert,Negative
deserted,Negative
deserter,Neutral
desertful,Neutral
deserting,Neutral
desertion,Neutral
desertless,Positive
deserve,Neutral
deserved,Negative
deservedly,Negative
deserving,Positive
deserving(p),Positive
deservingness,Positive
desespoic,Neutral
desespoir,Positive
deshabille,Negative
desiccant,Negative
desiccate,Positive
desiccated,Negative
desiccation,Positive
desiccative,Neutral
desiderate,Negative
desideratum,Neutral
design,Positive
designate,Positive
designate(ip),Positive
designated,Negative
designation,Negative
designative,Neutral
designatum,Neutral
designed,Positive
designed(a),Positive
designedly,Neutral
designer,Negative
designer(a),Positive
designing,Negative
designless,Neutral
desillusionner,Positive
desinence,Negative
desipere,Negative
desirability,Neutral
desirable,Negative
desirableness,Positive
desire,Negative
desired,Negative
desiring,Negative
desirous,Positive
desist,Positive
desistance,Neutral
desk,Negative
desktop,Positive
desmanthus,Positive
desmid,Positive
desmidiaceae,Neutral
desmidium,Negative
desmodium,Negative
desmodontidae,Neutral
desmodus,Negative
desmograthus,Positive
desobligeant,Neutral
desolate,Neutral
desolately,Negative
desolating,Positive
desolation,Neutral
desole,Negative
desorient,Negative
desorption,Positive
desous,Negative
despair,Neutral
despairing,Positive
despairingly,Negative
despatch,Negative
despect,Neutral
desperado,Negative
desperandum,Neutral
desperate,Negative
desperately,Negative
desperation,Neutral
despicable,Neutral
despicably,Positive
despiciency,Negative
despisal,Neutral
despise,Positive
despised,Positive
despisedness,Positive
despisement,Positive
despite,Positive
despiteful,Neutral
despitefully,Positive
despoil,Neutral
despoiled,Negative
despond,Positive
despondency,Neutral
despondent,Positive
desponding,Positive
despot,Neutral
despotic,Neutral
despotical,Neutral
despotism,Positive
desprit,Neutral
despritepigram,Positive
despumate,Negative
desquamation,Negative
dess,Positive
dessai,Negative
dessert,Positive
dessertspoon,Negative
dessiatine,Positive
dessicator,Negative
dessous,Positive
dessus,Positive
destime,Negative
destinate,Neutral
destination,Positive
destine,Neutral
destined,Neutral
destiny,Negative
destitute,Neutral
destitution,Positive
desto,Neutral
destrier,Negative
destroy,Neutral
destroyable,Neutral
destroyed,Negative
destroyer,Neutral
destroying,Negative
destructibility,Negative
destructible,Positive
destruction,Neutral
destructive,Neutral
destructive-metabolic(a),Neutral
destructively,Negative
destructiveness,Neutral
desuetude,Negative
desultory,Neutral
desume,Neutral
desunt,Neutral
detach,Neutral
detachable,Neutral
detached,Positive
detachment,Positive
detail,Positive
detailed,Neutral
details,Neutral
detain,Negative
detainee,Negative
detat,Negative
detect,Neutral
detectable,Neutral
detected,Negative
detection,Neutral
detective,Positive
detector,Negative
detent,Positive
detente,Negative
detention,Negative
detenu,Negative
deter,Negative
deterge,Neutral
detergency,Positive
detergent,Negative
deteriorate,Negative
deteriorated,Negative
deterioration,Neutral
determent,Neutral
determinable,Positive
determinant,Negative
determinate,Negative
determinateness,Positive
determination,Neutral
determine,Positive
determined,Negative
determinedly,Positive
determiner,Negative
determinism,Positive
deterration,Negative
deterrence,Positive
deterrent,Positive
detersion,Neutral
detersive,Neutral
detest,Negative
detestable,Negative
detestably,Positive
detestation,Neutral
dethrone,Neutral
dethronement,Positive
detonate,Neutral
detonating,Positive
detonation,Neutral
detonative,Neutral
detonator,Negative
detonize,Positive
detort,Neutral
detortion,Negative
detour,Neutral
detox,Neutral
detoxification,Negative
detract,Positive
detracting,Neutral
detraction,Positive
detractive,Negative
detractor,Neutral
detractory,Negative
detrain,Negative
detre,Negative
detribalization,Positive
detriment,Positive
detrimental,Neutral
detrimentally,Neutral
detrition,Negative
detritus,Neutral
detroit,Positive
detrude,Positive
detruncate,Negative
detruncation,Negative
detrusion,Positive
detrusive,Positive
deuce,Neutral
deuced,Positive
deucedly,Neutral
deum,Positive
deus,Positive
deuteranopia,Negative
deuteranopic,Negative
deuterium,Positive
deuterogamy,Positive
deuteromycetes,Negative
deuteromycota,Negative
deuteron,Positive
deuteronomy,Negative
deutzia,Neutral
deuvre,Negative
deux,Neutral
deva,Positive
devaluation,Negative
devanagari,Neutral
devastate,Neutral
devastation,Negative
devel,Positive
develop,Negative
developed,Neutral
developer,Positive
developing,Positive
development,Negative
developmental,Neutral
developmentally,Neutral
devex,Negative
devexity,Negative
devi,Negative
deviate,Neutral
deviating,Negative
deviation,Negative
deviationism,Positive
deviationist,Negative
device,Neutral
devices,Negative
devil,Negative
devil-may-care,Neutral
devilish,Positive
devilishly,Negative
devilism,Positive
devilmay,Negative
devilmaycare,Neutral
devils,Positive
devilship,Negative
deviltry,Neutral
devilwood,Negative
devilworship,Negative
devious,Neutral
deviously,Negative
deviousness,Negative
devisal,Negative
devise,Negative
devised,Positive
devisee,Positive
devising,Negative
devitalization,Negative
devitedness,Positive
devoid,Negative
devoir,Neutral
devoirs,Negative
devolution,Positive
devolve,Positive
devon,Negative
devonian,Neutral
devote,Negative
devoted,Positive
devoted(p),Neutral
devotedly,Negative
devotee,Neutral
devotion,Neutral
devotional,Neutral
devour,Negative
devoured,Positive
devouring,Negative
devout,Negative
devoutless,Neutral
devoutly,Neutral
devoutness,Negative
dew,Neutral
dewali,Positive
dewan,Negative
dewberry,Positive
dewdrop,Positive
dewdrops,Negative
dewey,Neutral
deweyan,Negative
dewlap,Positive
dewy,Positive
dexamethasone,Positive
dexter,Negative
dexterity,Neutral
dexterous,Neutral
dexterously,Negative
dexterousness,Negative
dextrad,Negative
dextral,Negative
dextrality,Neutral
dextrally,Neutral
dextro,Neutral
dextrorotary,Positive
dextrorsal,Neutral
dextrorse,Neutral
dextrose,Neutral
dey,Positive
df,Neutral
dfie,Neutral
dg,Neutral
dhak,Positive
dharma,Neutral
dhaulagiri,Positive
dhawa,Neutral
dhegiha,Neutral
dheur,Negative
dhobi,Positive
dhole,Negative
dhonneur,Positive
dhote,Neutral
dhoti,Positive
dhow,Neutral
dhu,Negative
dhu'l-hijja,Positive
dhu'l-qa'dah,Neutral
di,Negative
di-iodotyrosine,Negative
diabatic,Neutral
diabetes,Neutral
diabetic,Positive
diable,Positive
diablerie,Positive
diabolatry,Neutral
diabolic,Neutral
diabolical,Neutral
diabolically,Negative
diabolism,Negative
diabolology,Positive
diacalpa,Positive
diachronic,Positive
diaconicum,Positive
diacoustics,Negative
diacritic,Neutral
diacritical,Neutral
diadem,Negative
diadophis,Neutral
diadromous,Neutral
diagnosable,Negative
diagnosis,Neutral
diagnostic,Negative
diagnostician,Positive
diagnostics,Positive
diagnus,Negative
diagonal,Negative
diagonalizable,Neutral
diagonalization,Neutral
diagonally,Negative
diagram,Positive
diagrammatic,Negative
diagrammatically,Positive
diakinesis,Positive
dial,Positive
dialect,Neutral
dialectal,Positive
dialectic,Neutral
dialectical,Positive
dialectically,Negative
dialectician,Positive
dialectics,Neutral
dialeurodes,Neutral
dialnot,Negative
dialogism,Neutral
dialogist,Positive
dialogue,Positive
dialysis,Positive
dialyzer,Negative
diamagnet,Negative
diamagnetic,Positive
diamagnetism,Neutral
diamantine,Negative
diameter,Positive
diametral,Negative
diametric,Negative
diametrically,Neutral
diamine,Positive
diamond,Negative
diamondback,Positive
diana,Neutral
dianoetic,Negative
dianthus,Positive
diapason,Neutral
diapensia,Positive
diapensiaceae,Negative
diapensiales,Neutral
diaper,Neutral
diaphaneity,Negative
diaphanous,Negative
diapheromera,Negative
diaphone,Negative
diaphonics,Neutral
diaphoresis,Positive
diaphoretic,Neutral
diaphragm,Neutral
diaphyseal,Positive
diaphysis,Negative
diaporesis,Negative
diapsid,Neutral
diapsida,Positive
diarist,Neutral
diarrhea,Neutral
diarrheal,Neutral
diarrhoea,Negative
diary,Neutral
diaskeaus,Positive
diaspididae,Neutral
diaspora,Positive
diastasis,Positive
diaster,Negative
diastole,Negative
diastrophism,Positive
diatessaron,Neutral
diathermal,Positive
diathermancy,Negative
diathermanous,Neutral
diathermy,Positive
diathesis,Neutral
diatom,Negative
diatomic,Negative
diatonic,Neutral
diatribe,Positive
diavolo,Positive
diazepam,Positive
diazo,Negative
diazonium,Negative
dib,Negative
dibatter,Negative
dibble,Neutral
dibranchiata,Positive
dibranchiate,Neutral
dibs,Positive
dibucaine,Negative
dicacity,Neutral
dicamptodon,Neutral
dicamptodontidae,Negative
dicamus,Negative
dicarboxylic,Neutral
dice,Neutral
dicen,Positive
dicentra,Positive
dicer,Positive
dicere,Negative
diceros,Positive
dicers,Negative
dichloride,Positive
dichondra,Positive
dichotomization,Neutral
dichotomize,Positive
dichotomous,Positive
dichotomously,Positive
dichotomy,Neutral
dichroic,Negative
dichroism,Negative
dichromatic,Neutral
dichter,Neutral
dichtung,Negative
dichtunggerman,Positive
dicis,Negative
dick,Negative
dickens,Neutral
dicker,Negative
dickey,Positive
dickeybird,Positive
dicksonia,Neutral
dicksoniaceae,Negative
dicky,Positive
diclinous,Neutral
dicot,Neutral
dicotyledones,Negative
dicotyledonous,Neutral
dicousu,Neutral
dicranaceae,Negative
dicranales,Positive
dicranopteris,Negative
dicranum,Negative
dicrostonyx,Neutral
dicta,Neutral
dictamnus,Negative
dictaphone,Negative
dictate,Neutral
dictates,Positive
dictation,Neutral
dictator,Neutral
dictatorial,Negative
dictatorially,Neutral
dictatorship,Neutral
diction,Negative
dictionary,Neutral
dicto,Neutral
dictostylium,Negative
dictu,Neutral
dictum,Negative
dictyophera,Neutral
dictyoptera,Negative
dictyopteran,Positive
dicynodont,Negative
dicynodontia,Positive
did,Positive
didactic,Negative
didactically,Neutral
didder,Positive
diddle,Negative
diddler,Negative
didelphidae,Positive
didelphis,Neutral
dido,Negative
diduction,Negative
die,Positive
die-cast,Neutral
die-hard(a),Positive
dieback,Positive
dieffenbachia,Neutral
diegueno,Positive
diem,Negative
diemaker,Positive
diencephalon,Neutral
diener,Positive
diervilla,Neutral
dies,Neutral
diesel,Negative
diestock,Negative
diestrous,Negative
diestrus,Neutral
diet,Positive
diet(a),Neutral
dietary,Negative
dietetic,Positive
dietetics,Positive
diethylstilbestrol,Neutral
dietician,Neutral
dieu,Neutral
differ,Neutral
difference,Positive
differences,Negative
different,Positive
differentia,Neutral
differentiable,Neutral
differential,Negative
differentially,Negative
differentiated,Positive
differentiation,Neutral
differentiator,Positive
differently,Positive
differing,Positive
differing(a),Neutral
difficile,Positive
difficili,Positive
difficult,Positive
difficulties,Positive
difficulty,Negative
diffide,Neutral
diffidence,Negative
diffident,Negative
diffidently,Positive
diffluent,Neutral
difflugia,Neutral
diffraction,Negative
diffuse,Negative
diffused,Positive
diffusely,Negative
diffuseness,Positive
diffuser,Positive
diffusing(a),Neutral
diffusion,Neutral
diffusive,Positive
diflunisal,Negative
dig,Positive
digamy,Negative
digenesis,Neutral
digenetic,Neutral
digest,Neutral
digested,Positive
digester,Positive
digestibility,Positive
digestible,Neutral
digestion,Negative
digestive,Neutral
digger,Positive
digging,Negative
diggings,Positive
dight,Positive
dighted,Positive
digit,Negative
digital,Neutral
digitalis,Neutral
digitalization,Neutral
digitally,Neutral
digitaria,Neutral
digitate,Negative
digitated,Neutral
digitately,Negative
digitigrade,Positive
digitization,Negative
digitizer,Neutral
digladiation,Neutral
diglot,Neutral
dignification,Neutral
dignified,Neutral
dignify,Negative
dignifying,Positive
dignitaries,Positive
dignitate,Negative
dignitatem,Negative
dignities,Positive
dignity,Negative
dignus,Positive
digraph,Neutral
digress,Negative
digression,Neutral
digressive,Neutral
dihydrostreptomycin,Positive
dii,Negative
diis,Negative
dijudication,Negative
dike,Positive
dilaceration,Neutral
dilapidate,Neutral
dilapidated,Positive
dilapidation,Neutral
dilatability,Negative
dilatation,Neutral
dilate,Negative
dilated,Neutral
dilating,Neutral
dilation,Neutral
dilatoriness,Positive
dilatory,Positive
dildo,Neutral
dilection,Negative
dilemma,Positive
dilettant,Positive
dilettante,Positive
dilettanti,Neutral
dilettantism,Positive
diligence,Negative
diligent,Positive
diligently,Neutral
dill,Positive
dillenia,Positive
dilleniaceae,Negative
dilleniidae,Neutral
diller,Negative
dilly,Neutral
dillydally,Positive
diltiazem,Negative
dilucidation,Positive
diluent,Negative
dilute,Negative
diluted,Negative
dilution,Positive
diluvian,Negative
dim,Neutral
dim-sighted,Negative
dim-witted,Negative
dime,Negative
dimenhydrinate,Negative
dimension,Positive
dimensional,Negative
dimensionality,Neutral
dimensioning,Negative
dimensions,Negative
dimer,Neutral
dimes,Neutral
dimethylglyoxime,Neutral
dimetrodon,Neutral
dimeyed,Neutral
dimidiate,Positive
dimidiation,Negative
dimidium,Negative
diminish,Neutral
diminished,Positive
diminishing,Negative
diminishment,Neutral
diminuendo,Neutral
diminution,Neutral
diminutive,Negative
diminutiveness,Negative
dimittis,Neutral
dimity,Neutral
dimly,Neutral
dimmed,Neutral
dimmer,Neutral
dimness,Neutral
dimocarpus,Neutral
dimorphotheca,Positive
dimple,Neutral
dimsighted,Neutral
dimsightedness,Neutral
dimwit,Neutral
din,Neutral
dinarchy,Neutral
dindustrie,Neutral
dine,Negative
diner,Neutral
ding,Negative
ding-dong,Neutral
dingbat,Positive
dingdong,Negative
dinghy,Neutral
dingily,Negative
dinginess,Negative
dingle,Neutral
dingo,Neutral
dingus,Positive
dingy,Neutral
dining,Positive
dininghall,Negative
dinka,Positive
dinky,Negative
dinmont,Positive
dinner,Positive
dinners,Negative
dinnertime,Negative
dinoceras,Positive
dinocerata,Positive
dinocerate,Negative
dinoflagellata,Negative
dinoflagellate,Neutral
dinornis,Positive
dinornithidae,Neutral
dinornithiformes,Negative
dinosaur,Negative
dint,Neutral
dinvention,Positive
dio,Negative
diocesan,Neutral
diocese,Neutral
diode,Neutral
diodon,Negative
diodontidae,Positive
dioecious,Negative
diogenes,Neutral
diol,Negative
diomedeidae,Negative
dionaea,Negative
dionysia,Negative
dionysus,Neutral
dioon,Negative
dioptrics,Positive
diorama,Neutral
diorism,Neutral
dioristic,Negative
diorite,Neutral
dios,Negative
dioscorea,Neutral
dioscoreaceae,Positive
diospyros,Positive
dioxide,Negative
dioxin,Positive
dip,Positive
diphenylhydantoin,Positive
diphtheria,Neutral
diphthong,Neutral
diphyletic,Negative
diphylla,Negative
diplococcus,Neutral
diplodocus,Negative
diploid,Positive
diploma,Negative
diplomacy,Neutral
diplomat,Positive
diplomate,Negative
diplomatic,Neutral
diplomatically,Positive
diplomatics,Positive
diplomatique,Positive
diplomatist,Neutral
diplopoda,Neutral
diplopterygium,Negative
diplotaxis,Negative
diplotene,Negative
dipnoi,Negative
dipodidae,Negative
dipodomys,Positive
